Nr;Titel;Jahr;Regissure;Hauptdarsteller;IMDB-Top 250;IMDb-Charts;Studio;Genre;Einspielergebnise;Zuschauerzahlen;YT-Link;App-Link;App-Link_Video-1;App-Link_Video-2;App-Link_Video-3;QR-Cod Pfad;;;;;;
050;Cars;2006;John Lasseter;Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy, Cheech Marin;Nein;7,3;Pixar;Animation, Abenteuer, Komedie, Familie;$461,983,149;;https://www.youtube.com/watch?v=W_H7_tDHFE8;filmster://result?id=050;https://filmster-stream.b-cdn.net/videos/Filmster_050_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_050_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_050_Video-3.mp4;qr_codes/Filmster_050_QR.png;;;;;;
051;Taxi Driver;1976;Martin Scorsese;Robert De Niro, Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle;Ja;8,2;Italo/Judeo Productions;Krimi, Drama;$28,579,636;;https://www.youtube.com/watch?v=T5IligQP7Fo;filmster://result?id=051;https://filmster-stream.b-cdn.net/videos/Filmster_051_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_051_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_051_Video-3.mp4;qr_codes/Filmster_051_QR.png;;;;;;
052;Apocalypse Now;1979;Francis Ford Coppola;Martin Sheen, Marlon Brando, Frederic Forrest, Albert Hall, Laurence Fishburne;Ja;8,4;United Artists;Drama, Kriegsfilm;$150,000,000;;https://www.youtube.com/watch?v=FTjG-Aux_yQ;filmster://result?id=052;https://filmster-stream.b-cdn.net/videos/Filmster_052_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_052_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_052_Video-3.mp4;qr_codes/Filmster_052_QR.png;;;;;;
053;Blade Runner;1982;Ridley Scott;Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh;Ja;8,1;Shaw Brothers;Science Fiction, Drama, Thriller;$41,722,424;;https://www.youtube.com/watch?v=eogpIG53Cis;filmster://result?id=053;https://filmster-stream.b-cdn.net/videos/Filmster_053_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_053_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_053_Video-3.mp4;qr_codes/Filmster_053_QR.png;;;;;;
054;Goodfellas;1990;Martin Scorsese;Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino;Ja;8,7;Winkler Films;Drama, Krimi;$46,800,000;;https://www.youtube.com/watch?v=2ilzidi_J8Q;filmster://result?id=054;https://filmster-stream.b-cdn.net/videos/Filmster_054_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_054_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_054_Video-3.mp4;qr_codes/Filmster_054_QR.png;;;;;;
055;Pulp Fiction;1994;Quentin Tarantino;John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames;Ja;8,8;Miramax;Thriller, Krimi, Komedie;$213,928,762;;https://www.youtube.com/watch?v=s7EdQ4FqbhY;filmster://result?id=055;https://filmster-stream.b-cdn.net/videos/Filmster_055_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_055_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_055_Video-3.mp4;qr_codes/Filmster_055_QR.png;;;;;;
056;The Big Lebowski;1998;Joel Coen;Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi, David Huddleston;Ja;8,1;PolyGram Filmed Entertainment;Komedie, Krimi;$47,010,480;;https://www.youtube.com/watch?v=cd-go0oBF4Y;filmster://result?id=056;https://filmster-stream.b-cdn.net/videos/Filmster_056_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_056_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_056_Video-3.mp4;qr_codes/Filmster_056_QR.png;;;;;;
057;Fight Club;1999;David Fincher;Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto;Ja;8,8;Fox 2000 Pictures;Drama;$100,853,753;;https://www.youtube.com/watch?v=qtRKdVHc-cE;filmster://result?id=057;https://filmster-stream.b-cdn.net/videos/Filmster_057_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_057_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_057_Video-3.mp4;qr_codes/Filmster_057_QR.png;;;;;;
058;Donnie Darko;2001;Richard Kelly;Jake Gyllenhaal, Jena Malone, James Duval, Drew Barrymore, Beth Grant;Ja;8;Flower Films;Fantasy, Drama, Mystery;$7,500,000;;https://www.youtube.com/watch?v=bzLn8sYeM9o;filmster://result?id=058;https://filmster-stream.b-cdn.net/videos/Filmster_058_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_058_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_058_Video-3.mp4;qr_codes/Filmster_058_QR.png;;;;;;
059;Requiem for a Dream;2000;Darren Aronofsky;Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald;Ja;8,3;Artisan Entertainment;Krimi, Drama;$7,390,108;;https://www.youtube.com/watch?v=QBwzN4v1vA0;filmster://result?id=059;https://filmster-stream.b-cdn.net/videos/Filmster_059_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_059_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_059_Video-3.mp4;qr_codes/Filmster_059_QR.png;;;;;;
060;The Truman Show;1998;Peter Weir;Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor;Ja;8,2;Paramount Pictures;Komedie, Drama;$264,100,000;;https://www.youtube.com/watch?v=dlnmQbPGuls;filmster://result?id=060;https://filmster-stream.b-cdn.net/videos/Filmster_060_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_060_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_060_Video-3.mp4;qr_codes/Filmster_060_QR.png;;;;;;
061;Trainspotting;1996;Danny Boyle;Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle;Ja;8,1;Figment Films;Drama, Krimi;$71,981,823;;https://www.youtube.com/watch?v=8LuxOYIpu-I;filmster://result?id=061;https://filmster-stream.b-cdn.net/videos/Filmster_061_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_061_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_061_Video-3.mp4;qr_codes/Filmster_061_QR.png;;;;;;
062;American Beauty;1999;Sam Mendes;Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari;Ja;8,3;DreamWorks Pictures;Drama;$356,296,601;;https://www.youtube.com/watch?v=XCxzXblZyfQ;filmster://result?id=062;https://filmster-stream.b-cdn.net/videos/Filmster_062_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_062_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_062_Video-3.mp4;qr_codes/Filmster_062_QR.png;;;;;;
063;The Social Network;2010;David Fincher;Jesse Eisenberg, Andrew Garfield, Armie Hammer, Josh Pence, Justin Timberlake;Nein;7,8;Columbia Pictures;Drama;$224,920,315;;https://www.youtube.com/watch?v=lB95KLmpLR4;filmster://result?id=063;https://filmster-stream.b-cdn.net/videos/Filmster_063_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_063_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_063_Video-3.mp4;qr_codes/Filmster_063_QR.png;;;;;;
064;Parasite;2019;Bong Joon-ho;Song Kang-ho, 이선균, 조여정, Choi Woo-shik, 박소담;Ja;8,5;Barunson E&A;Komedie, Thriller, Drama;$257,591,776;;https://www.youtube.com/watch?v=5xH0HfJHsaY;filmster://result?id=064;https://filmster-stream.b-cdn.net/videos/Filmster_064_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_064_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_064_Video-3.mp4;qr_codes/Filmster_064_QR.png;;;;;;
065;La La Land;2016;Damien Chazelle;Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, J.K. Simmons;Ja;8;Summit Entertainment;Komedie, Drama, Liebesfilm, Musik;$509,183,536;;https://www.youtube.com/watch?v=0pdqf4P9MB8;filmster://result?id=065;https://filmster-stream.b-cdn.net/videos/Filmster_065_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_065_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_065_Video-3.mp4;qr_codes/Filmster_065_QR.png;;;;;;
066;Whiplash;2014;Damien Chazelle;Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell;Ja;8,5;Bold Films;Drama, Musik;$50,307,484;;https://www.youtube.com/watch?v=7d_jQycdQGo;filmster://result?id=066;https://filmster-stream.b-cdn.net/videos/Filmster_066_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_066_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_066_Video-3.mp4;qr_codes/Filmster_066_QR.png;;;;;;
067;The Grand Budapest Hotel;2014;Wes Anderson;Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe;Ja;8,1;Fox Searchlight Pictures;Komedie, Drama;$174,600,318;;https://www.youtube.com/watch?v=1Fg5iWmQjwk;filmster://result?id=067;https://filmster-stream.b-cdn.net/videos/Filmster_067_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_067_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_067_Video-3.mp4;qr_codes/Filmster_067_QR.png;;;;;;
068;The Royal Tenenbaums;2001;Wes Anderson;Gene Hackman, Anjelica Huston, Ben Stiller, Gwyneth Paltrow, Luke Wilson;Nein;7,6;Touchstone Pictures;Komedie, Drama;$71,441,250;;https://www.youtube.com/watch?v=caMgokYWboU;filmster://result?id=068;https://filmster-stream.b-cdn.net/videos/Filmster_068_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_068_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_068_Video-3.mp4;qr_codes/Filmster_068_QR.png;;;;;;
069;The Revenant;2015;Alejandro González Iñárritu;Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck;Ja;8;Monarchy Enterprises S.a.r.l.;Western, Drama, Abenteuer;$532,950,503;;https://www.youtube.com/watch?v=LoebZZ8K5N0;filmster://result?id=069;https://filmster-stream.b-cdn.net/videos/Filmster_069_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_069_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_069_Video-3.mp4;qr_codes/Filmster_069_QR.png;;;;;;
070;No Country for Old Men;2007;Ethan Coen;Javier Bardem, Tommy Lee Jones, Josh Brolin, Woody Harrelson, Kelly Macdonald;Ja;8,2;Miramax;Krimi, Drama, Thriller;$171,627,166;;https://www.youtube.com/watch?v=38A__WT3-o0;filmster://result?id=070;https://filmster-stream.b-cdn.net/videos/Filmster_070_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_070_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_070_Video-3.mp4;qr_codes/Filmster_070_QR.png;;;;;;
071;The Shape of Water;2017;Guillermo del Toro;Sally Hawkins, Michael Shannon, Richard Jenkins, Octavia Spencer, Michael Stuhlbarg;Nein;7,3;Double Dare You;Drama, Fantasy, Liebesfilm;$195,300,000;;https://www.youtube.com/watch?v=XFYWazblaUA;filmster://result?id=071;https://filmster-stream.b-cdn.net/videos/Filmster_071_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_071_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_071_Video-3.mp4;qr_codes/Filmster_071_QR.png;;;;;;
072;Arrival;2016;Denis Villeneuve;Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark O'Brien;Nein;7,9;FilmNation Entertainment;Drama, Science Fiction, Mystery;$203,388,186;;https://www.youtube.com/watch?v=tFMo3UJ4B4g;filmster://result?id=072;https://filmster-stream.b-cdn.net/videos/Filmster_072_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_072_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_072_Video-3.mp4;qr_codes/Filmster_072_QR.png;;;;;;
073;Prisoners;2013;Denis Villeneuve;Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard;Ja;8,2;Alcon Entertainment;Drama, Thriller, Krimi;$122,126,687;;https://www.youtube.com/watch?v=bpXfcTF6iVk;filmster://result?id=073;https://filmster-stream.b-cdn.net/videos/Filmster_073_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_073_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_073_Video-3.mp4;qr_codes/Filmster_073_QR.png;;;;;;
074;Dune;2021;Denis Villeneuve;Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Jason Momoa, Stellan Skarsgård;Ja;8;Legendary Pictures;Science Fiction, Abenteuer;$407,573,628;;https://www.youtube.com/watch?v=n9xhJrPXop4;filmster://result?id=074;https://filmster-stream.b-cdn.net/videos/Filmster_074_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_074_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_074_Video-3.mp4;qr_codes/Filmster_074_QR.png;;;;;;
075;The Banshees of Inisherin;2022;Martin McDonagh;Colin Farrell, Brendan Gleeson, Kerry Condon, Barry Keoghan, Gary Lydon;Nein;7,7;Searchlight Pictures;Drama, Komedie;$49,300,000;;https://www.youtube.com/watch?v=uRu3zLOJN2c;filmster://result?id=075;https://filmster-stream.b-cdn.net/videos/Filmster_075_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_075_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_075_Video-3.mp4;qr_codes/Filmster_075_QR.png;;;;;;
076;Moonlight;2016;Barry Jenkins;Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome;Nein;7,4;A24;Drama;$65,046,687;;https://www.youtube.com/watch?v=9NJj12tJzqc;filmster://result?id=076;https://filmster-stream.b-cdn.net/videos/Filmster_076_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_076_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_076_Video-3.mp4;qr_codes/Filmster_076_QR.png;;;;;;
077;Lady Bird;2017;Greta Gerwig;Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet;Nein;7,4;IAC Films;Drama, Komedie;$79,000,000;;https://www.youtube.com/watch?v=cNi_HC839Wo;filmster://result?id=077;https://filmster-stream.b-cdn.net/videos/Filmster_077_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_077_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_077_Video-3.mp4;qr_codes/Filmster_077_QR.png;;;;;;
078;Little Miss Sunshine;2006;Valerie Faris;Greg Kinnear, Toni Collette, Steve Carell, Paul Dano, Abigail Breslin;Nein;7,8;Big Beach;Komedie, Drama;$100,523,181;;https://www.youtube.com/watch?v=wvwVkllXT80;filmster://result?id=078;https://filmster-stream.b-cdn.net/videos/Filmster_078_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_078_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_078_Video-3.mp4;qr_codes/Filmster_078_QR.png;;;;;;
079;Lost in Translation;2003;Sofia Coppola;Bill Murray, Scarlett Johansson, Akiko Takeshita, Kazuyoshi Minamimagoe, Kazuko Shibata;Nein;7,7;American Zoetrope;Drama, Liebesfilm, Komedie;$119,723,856;;https://www.youtube.com/watch?v=W6iVPCRflQM;filmster://result?id=079;https://filmster-stream.b-cdn.net/videos/Filmster_079_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_079_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_079_Video-3.mp4;qr_codes/Filmster_079_QR.png;;;;;;
080;A Ghost Story;2017;David Lowery;Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson, Grover Coulson;Nein;6,8;Sailor Bear;Drama, Fantasy, Mystery, Liebesfilm;$1,929,659;;https://www.youtube.com/watch?v=c_3NMtxeyfk;filmster://result?id=080;https://filmster-stream.b-cdn.net/videos/Filmster_080_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_080_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_080_Video-3.mp4;qr_codes/Filmster_080_QR.png;;;;;;
081;Drive;2011;Nicolas Winding Refn;Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac;Nein;7,8;FilmDistrict;Drama, Thriller, Krimi;$78,100,000;;https://www.youtube.com/watch?v=KBiOF3y1W0Y;filmster://result?id=081;https://filmster-stream.b-cdn.net/videos/Filmster_081_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_081_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_081_Video-3.mp4;qr_codes/Filmster_081_QR.png;;;;;;
082;There Will Be Blood;2007;Paul Thomas Anderson;Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier;Ja;8,2;Paramount Vantage;Drama;$77,208,711;;https://www.youtube.com/watch?v=FeSLPELpMeM;filmster://result?id=082;https://filmster-stream.b-cdn.net/videos/Filmster_082_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_082_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_082_Video-3.mp4;qr_codes/Filmster_082_QR.png;;;;;;
083;Magnolia;1999;Paul Thomas Anderson;Tom Cruise, Philip Baker Hall, Philip Seymour Hoffman, Julianne Moore, William H. Macy;Ja;8;New Line Cinema;Drama;$48,500,000;;https://www.youtube.com/watch?v=KnamcFv_N9Q;filmster://result?id=083;https://filmster-stream.b-cdn.net/videos/Filmster_083_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_083_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_083_Video-3.mp4;qr_codes/Filmster_083_QR.png;;;;;;
084;Boogie Nights;1997;Paul Thomas Anderson;Mark Wahlberg, Burt Reynolds, Julianne Moore, John C. Reilly, Heather Graham;Nein;7,9;New Line Cinema;Drama;$43,101,594;;https://www.youtube.com/watch?v=-7-JVbUtyoI;filmster://result?id=084;https://filmster-stream.b-cdn.net/videos/Filmster_084_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_084_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_084_Video-3.mp4;qr_codes/Filmster_084_QR.png;;;;;;
085;Before Sunrise;1995;Richard Linklater;Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger;Ja;8,1;Castle Rock Entertainment;Drama, Liebesfilm;$5,987,386;;https://www.youtube.com/watch?v=6MUcuqbGTxc;filmster://result?id=085;https://filmster-stream.b-cdn.net/videos/Filmster_085_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_085_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_085_Video-3.mp4;qr_codes/Filmster_085_QR.png;;;;;;
086;Boyhood;2014;Richard Linklater;Ellar Coltrane, Patricia Arquette, Ethan Hawke, Lorelei Linklater, Libby Villari;Nein;7,9;IFC Productions;Drama;$48,137,666;;https://www.youtube.com/watch?v=Y0oX0xiwOv8;filmster://result?id=086;https://filmster-stream.b-cdn.net/videos/Filmster_086_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_086_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_086_Video-3.mp4;qr_codes/Filmster_086_QR.png;;;;;;
087;Ex Machina;2015;Alex Garland;Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Corey Johnson;Nein;7,1;DNA Films;Drama, Science Fiction;$36,869,414;;https://www.youtube.com/watch?v=EoQuVnKhxaM;filmster://result?id=087;https://filmster-stream.b-cdn.net/videos/Filmster_087_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_087_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_087_Video-3.mp4;qr_codes/Filmster_087_QR.png;;;;;;
088;12 Years a Slave;2013;Steve McQueen;Chiwetel Ejiofor, Michael Fassbender, Lupita Nyong'o, Benedict Cumberbatch, Paul Dano;Ja;8,1;New Regency Pictures;Drama, Historie;$187,000,000;;https://www.youtube.com/watch?v=z02Ie8wKKRg;filmster://result?id=088;https://filmster-stream.b-cdn.net/videos/Filmster_088_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_088_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_088_Video-3.mp4;qr_codes/Filmster_088_QR.png;;;;;;
089;The Florida Project;2017;Sean Baker;Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto;Nein;7,6;Cre Film;Drama;$11,303,040;;https://www.youtube.com/watch?v=WwQ-NH1rRT4;filmster://result?id=089;https://filmster-stream.b-cdn.net/videos/Filmster_089_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_089_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_089_Video-3.mp4;qr_codes/Filmster_089_QR.png;;;;;;
090;Room;2015;Lenny Abrahamson;Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus;Ja;8,1;Téléfilm Canada;Drama, Thriller;$35,401,758;;https://www.youtube.com/watch?v=E_Ci-pAL4eE;filmster://result?id=090;https://filmster-stream.b-cdn.net/videos/Filmster_090_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_090_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_090_Video-3.mp4;qr_codes/Filmster_090_QR.png;;;;;;
091;Amélie;2001;Jean-Pierre Jeunet;Audrey Tautou, Mathieu Kassovitz, Rufus, Serge Merlin, Jamel Debbouze;Ja;8,3;Victoires Productions;Komedie, Liebesfilm;$173,921,954;;https://www.youtube.com/watch?v=HUECWi5pX7o;filmster://result?id=091;https://filmster-stream.b-cdn.net/videos/Filmster_091_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_091_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_091_Video-3.mp4;qr_codes/Filmster_091_QR.png;;;;;;
092;City of God;2002;Fernando Meirelles;Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen;Ja;8,6;O2 Filmes;Drama, Krimi;$30,641,770;;https://www.youtube.com/watch?v=dcUOO4Itgmw;filmster://result?id=092;https://filmster-stream.b-cdn.net/videos/Filmster_092_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_092_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_092_Video-3.mp4;qr_codes/Filmster_092_QR.png;;;;;;
093;Oldboy;2003;Park Chan-wook;Choi Min-sik, Yoo Ji-tae, Kang Hye-jung, Kim Byeong-ok, Ji Dae-han;Ja;8,3;Show East;Drama, Thriller, Mystery, Action;$17,500,000;;https://www.youtube.com/watch?v=tAaBkFChaRg;filmster://result?id=093;https://filmster-stream.b-cdn.net/videos/Filmster_093_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_093_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_093_Video-3.mp4;qr_codes/Filmster_093_QR.png;;;;;;
094;El laberinto del fauno;2006;Guillermo del Toro;Ivana Baquero, Sergi López, Maribel Verdú, Ariadna Gil, Doug Jones;Nein;7,5;Estudios Picasso;Fantasy, Drama, Kriegsfilm;$83,258,226;;https://www.youtube.com/watch?v=jVZRnnVSQ8k;filmster://result?id=094;https://filmster-stream.b-cdn.net/videos/Filmster_094_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_094_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_094_Video-3.mp4;qr_codes/Filmster_094_QR.png;;;;;;
095;The Lives of Others;2006;Florian Henckel von Donnersmarck;Martina Gedeck, Ulrich Mühe, Sebastian Koch, Ulrich Tukur, Thomas Thieme;Ja;8,4;Creado Film;Drama, Thriller;$77,672,685;;https://www.youtube.com/watch?v=n3_iLOp6IhM;filmster://result?id=095;https://filmster-stream.b-cdn.net/videos/Filmster_095_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_095_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_095_Video-3.mp4;qr_codes/Filmster_095_QR.png;;;;;;
096;Incendies;2010;Denis Villeneuve;Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Allen Altman;Ja;8,3;TS Productions;Drama, Kriegsfilm, Mystery;$6,788,659;;https://www.youtube.com/watch?v=XJ69WnwvZhE;filmster://result?id=096;https://filmster-stream.b-cdn.net/videos/Filmster_096_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_096_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_096_Video-3.mp4;qr_codes/Filmster_096_QR.png;;;;;;
097;The Lobster;2015;Giorgos Lanthimos;Colin Farrell, Rachel Weisz, Olivia Colman, Léa Seydoux, Michael Smiley;Nein;7,1;Scarlet Films;Komedie, Drama, Liebesfilm;$15,700,000;;https://www.youtube.com/watch?v=LTNZmOJxuAc;filmster://result?id=097;https://filmster-stream.b-cdn.net/videos/Filmster_097_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_097_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_097_Video-3.mp4;qr_codes/Filmster_097_QR.png;;;;;;
098;The Father;2020;Florian Zeller;Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams, Imogen Poots;Ja;8,2;Les Films du Cru;Drama;$21,029,340;;https://www.youtube.com/watch?v=4TZb7YfK-JI;filmster://result?id=098;https://filmster-stream.b-cdn.net/videos/Filmster_098_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_098_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_098_Video-3.mp4;qr_codes/Filmster_098_QR.png;;;;;;
099;Dr. No;1962;Terence Young;Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord, Anthony Dawson;Nein;7,2;EON Productions;Abenteuer, Action, Thriller;$59,000,000;;https://www.youtube.com/watch?v=pw61uyA0F8A;filmster://result?id=099;https://filmster-stream.b-cdn.net/videos/Filmster_099_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_099_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_099_Video-3.mp4;qr_codes/Filmster_099_QR.png;;;;;;
100;From Russia with Love;1963;Terence Young;Sean Connery, Daniela Bianchi, Pedro Armendáriz, Robert Shaw, Lotte Lenya;Nein;7,3;EON Productions;Action, Thriller, Abenteuer;$78,900,000;;https://www.youtube.com/watch?v=t9AeIdMQqR8;filmster://result?id=100;https://filmster-stream.b-cdn.net/videos/Filmster_100_Video-1.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_100_Video-2.mp4;https://filmster-stream.b-cdn.net/videos/Filmster_100_Video-3.mp4;qr_codes/Filmster_100_QR.png;;;;;;
